Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 42 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ECON,2120,17,Principles of Macroeconomics,46%,38%,15%,0%,0%,0%,0%,0%,0%,"Sweeney, Carol A.",
ECON,2120,19,Principles of Macroeconomics,35%,38%,27%,0%,0%,0%,0%,0%,0%,"Sweeney, Carol A.",
ECON,2120,20,Principles of Macroeconomics,87%,9%,2%,0%,2%,0%,0%,1%,0%,"Hu, Jingyun",
ECON,2120,21,Principles of Macroeconomics,51%,42%,6%,1%,0%,0%,0%,0%,0%,"Banerjee, Srijan",
ECON,2120,22,Principles of Macroeconomics,58%,38%,5%,0%,0%,0%,0%,0%,0%,"Hao, Yan",
ECON,2120,23,Principles of Macroeconomics,80%,9%,7%,2%,2%,0%,0%,0%,0%,"Loeb, Alexander M",
ECON,2120,24,Principles of Macroeconomics,74%,14%,5%,5%,1%,0%,0%,1%,0%,"Melo, Vitor C",
ECON,2120,25,Principles of Macroeconomics,67%,26%,5%,2%,0%,0%,0%,0%,0%,"Loeb, Alexander M",
ECON,2120,26,Principles of Macroeconomics,60%,24%,11%,5%,0%,0%,0%,0%,0%,"Posmanick, Benjamin James",
ECON,2120,27,Principles of Macroeconomics,49%,38%,11%,2%,0%,0%,0%,0%,0%,"Hao, Yan",
ECON,2120,28,Principles of Macroeconomics,94%,6%,0%,0%,0%,0%,0%,0%,0%,"Gorry, Christopher Aspen",H
ECON,2120,29,Principles of Macroeconomics,14%,36%,33%,13%,2%,0%,0%,2%,0%,"Hobbs, Bradley Keith",
ECON,3030,1,Economics and Sports,32%,45%,19%,0%,0%,0%,0%,3%,0%,"Sweeney, Carol A.",
ECON,3060,1,Managerial Economics,70%,26%,4%,0%,0%,0%,0%,0%,0%,"Ivankovic, Miren",
ECON,3100,1,International Econ,68%,23%,5%,0%,3%,0%,0%,3%,0%,"Dunagan, Nicholas Dell",
ECON,3140,1,Intermediate Microeconomics,23%,32%,23%,6%,10%,0%,0%,6%,0%,"Hanssen, Frederick Andrew",
ECON,3140,2,Intermediate Microeconomics,25%,32%,32%,4%,4%,0%,0%,4%,0%,"Ivankovic, Miren",
ECON,3140,5,Intermediate Microeconomics,60%,20%,13%,3%,0%,0%,0%,5%,0%,"Zhou, Yichen Christy",
ECON,3140,6,Intermediate Microeconomics,41%,38%,6%,0%,3%,0%,0%,12%,0%,"Evans, Thomas Andrew",
ECON,3150,1,Intermediate Macroeconomics,35%,46%,13%,3%,3%,0%,0%,0%,0%,"De Carvalho Lins, Paulo",
ECON,3150,2,Intermediate Macroeconomics,22%,33%,27%,7%,4%,0%,0%,7%,0%,"Jerzmanowski, Michal Maria",
ECON,3250,1,Personnel Economics,36%,36%,19%,3%,3%,0%,0%,3%,0%,"Pedtke, Joseph Herman",
ECON,3400,1,Behavioral Economics,28%,25%,30%,8%,8%,0%,0%,3%,0%,"Warren, Patrick L",
ECON,3440,1,Property Rights,29%,48%,14%,5%,0%,0%,0%,5%,0%,"Litsukova-Bokar, Daria",
ECON,3500,2,Moral & Ethical Econ,42%,27%,15%,4%,12%,0%,0%,0%,0%,"Hobbs, Bradley Keith",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 43 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ECON,3600,1,Public Choice,42%,33%,11%,7%,0%,0%,0%,4%,2%,"Makowsky, Michael D",
ECON,4010,2,Labor Mkt Analysis,43%,37%,11%,3%,0%,0%,0%,3%,3%,"Simon, Curtis J",
ECON,4020,1,Law and Economics,19%,38%,33%,5%,5%,0%,0%,0%,0%,"Hazlett, Thomas Winslow",
ECON,4050,1,Intro to Econometric,41%,41%,18%,0%,0%,0%,0%,0%,0%,"Soliman, Adam",
ECON,4050,2,Intro to Econometric,33%,40%,13%,0%,0%,0%,0%,13%,0%,"Choi, Jonghyeok",
ECON,4120,1,International Micro,29%,45%,26%,0%,0%,0%,0%,0%,0%,"Chen, Cheng",
ECON,4130,1,International Macro,44%,17%,28%,0%,0%,0%,0%,11%,0%,"Jerzmanowski, Michal Maria",
ECON,4230,1,Economics of Health,38%,44%,18%,0%,0%,0%,0%,0%,0%,"Gorry, Devon Merritt Haskell",
ECON,4240,1,"Econ of Mkts, Comp & Strategy",47%,50%,3%,0%,0%,0%,0%,0%,0%,"Lewis, Matthew S",
ECON,4270,1,Dev American Economy,29%,39%,21%,5%,3%,0%,0%,3%,0%,"Bodenhorn, Howard Nelson",
ECON,4280,1,Cost-Benefit Anlysis,55%,16%,16%,10%,3%,0%,0%,0%,0%,"Fleck, Robert Kenneth",
ECON,4400,1,Game Theory,28%,44%,11%,6%,11%,0%,0%,0%,0%,"Thomas, Charles J",
ECON,4980,2,Environ Law and Economics,39%,47%,3%,11%,0%,0%,0%,0%,0%,"Watson, Lawrence Reed",
ECON,4980,3,Economics of Crime,41%,38%,21%,0%,0%,0%,0%,0%,0%,"Bodenhorn, Howard Nelson",
ECON,4980,8,Monetary & Asset Markets,50%,35%,10%,0%,0%,0%,0%,5%,0%,"Marshall, Robert Christopher",
ECON,6400,1,Game Theory,33%,50%,17%,0%,0%,0%,0%,0%,0%,"Thomas, Charles J",
ECON,8020,2,Adv Econ Concepts and Applic I,38%,63%,0%,0%,0%,0%,0%,0%,0%,"Simon, Curtis J",
ECON,8050,1,Macroeconomic Theory,56%,22%,0%,0%,0%,0%,0%,0%,22%,"Gorry, Christopher Aspen",
ECON,8070,1,Econometrics II,27%,55%,0%,0%,0%,0%,0%,9%,9%,"Drukker, David",
ECON,8260,1,Econ Theory of Govt Regulation,60%,40%,0%,0%,0%,0%,0%,0%,0%,"Hazlett, Thomas Winslow",
ECON,8430,1,"Mkts, Competition & Strategy",65%,26%,9%,0%,0%,0%,0%,0%,0%,"Lewis, Matthew S",
ECON,8710,1,Adv Econ Analytic for Business,64%,36%,0%,0%,0%,0%,0%,0%,0%,"De Los Santos, Babur",
ECON,8990,3,Master's Research,82%,9%,0%,0%,0%,0%,0%,9%,0%,"Evans, Thomas Andrew",
ECON,9820,1,Workshop in Ap Econ (Macro),0%,0%,0%,0%,0%,100%,0%,0%,0%,"Tamura, Robert F",
ECON,9820,2,Workshop in Ap Econ (Ind Org),0%,0%,0%,0%,0%,94%,0%,6%,0%,"Hanssen, Frederick Andrew",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 44 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ECON,9820,3,Workshop in Labor Economics,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Simon, Curtis J",
ECON,9820,4,Workshop in Ap Econ (Public),0%,0%,0%,0%,0%,100%,0%,0%,0%,"Dougan, William R",
ED,1400,501,Experiencing Education I,79%,4%,17%,0%,0%,0%,0%,0%,0%,"York, Erin Shealy",
ED,1400,502,Experiencing Education I,71%,18%,12%,0%,0%,0%,0%,0%,0%,"York, Erin Shealy",
ED,1500,501,Experiencing Education II,82%,9%,9%,0%,0%,0%,0%,0%,0%,"York, Erin Shealy",
ED,1500,502,Experiencing Education II,81%,19%,0%,0%,0%,0%,0%,0%,0%,"York, Erin Shealy",
ED,2400,504,Ed Psych Future Educators I,55%,18%,27%,0%,0%,0%,0%,0%,0%,"York, Erin Shealy",
ED,2400,508,Ed Psych Future Educators I,84%,13%,3%,0%,0%,0%,0%,0%,0%,"York, Erin Shealy",
ED,2400,509,Ed Psych Future Educators I,73%,20%,0%,0%,7%,0%,0%,0%,0%,"York, Erin Shealy",
ED,2400,511,Ed Psych Future Educators I,86%,7%,7%,0%,0%,0%,0%,0%,0%,"York, Erin Shealy",
ED,2400,514,Ed Psych Future Educators I,74%,21%,0%,5%,0%,0%,0%,0%,0%,"York, Erin Shealy",
ED,2500,501,Ed Psych for Future Ed II,83%,8%,8%,0%,0%,0%,0%,0%,0%,"York, Erin Shealy",
ED,3010,2,Principles of American Educat,94%,6%,0%,0%,0%,0%,0%,0%,0%,"Durham, Sheliah Gwyn",
ED,3010,4,Principles of American Educat,94%,6%,0%,0%,0%,0%,0%,0%,0%,"Thomas, Kimberly Anne",
ED,3010,5,Principles of American Educat,94%,6%,0%,0%,0%,0%,0%,0%,0%,"Thomas, Kimberly Anne",
ED,4060,3,Soc Just & 21st Cent Learners,92%,4%,4%,0%,0%,0%,0%,0%,0%,"Larson, Danielle Marie",
ED,8650,2,Curriculum Theory,94%,6%,0%,0%,0%,0%,0%,0%,0%,"Wiles, Daphne Duncan",
ED,8760,500,"Curric, Instruc, Assess, Learn",88%,9%,0%,0%,3%,0%,0%,0%,0%,"Anderson, Shanita Nanette",
ED,8760,502,"Curric, Instruc, Assess, Learn",88%,6%,6%,0%,0%,0%,0%,0%,0%,"Anderson, Shanita Nanette",
ED,8820,301,Diff in Instr & Stdnt Work,93%,7%,0%,0%,0%,0%,0%,0%,0%,"Howell, Katherine Ballentine",
ED,9040,1,Doctoral Seminar II,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Whitworth, Brooke Ann",
ED,9040,301,Doctoral Seminar II,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Whitworth, Brooke Ann",
ED,9910,99,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Malloy, Jacquelynn A",
ED,9910,399,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Duncan, Kristen Earnise",
EDC,8300,400,School Counseling Practicum,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Cook, Ryan Michael",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 45 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
EDC,8360,400,Clinical Mh Prac,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Boyd, Barbara Elizabeth Powell",
EDC,8360,401,Clinical Mh Prac,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Boyd, Barbara Elizabeth Powell",
EDC,8410,400,School Counseling Internship,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Boyd, Barbara Elizabeth Powell",
EDC,8410,401,School Counseling Internship,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Hall, Jennifer Geddes",
EDC,8410,500,School Counseling Internship,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Cook, Ryan Michael",
EDC,8460,1,Clinical Ment Hlth Coun Intern,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Cashwell, Craig Scott",
EDC,8460,401,Clinical Ment Hlth Coun Intern,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Hiott, Elaine H",
EDEC,2020,2,Early Childhood Practicum II,95%,5%,0%,0%,0%,0%,0%,0%,0%,"Partridge, Jennifer Cravens",
EDEC,2200,3,Family/Sch/Comm Relationships,84%,8%,8%,0%,0%,0%,0%,0%,0%,"Shelnut, Jill Chandler",
EDEC,4500,1,EC Curric & Soc Stud Methods,92%,8%,0%,0%,0%,0%,0%,0%,0%,"Hubbard, Koti Lee",
EDEC,4850,1,Ece Capstone,94%,6%,0%,0%,0%,0%,0%,0%,0%,"Hall, Anna Henson",
EDEL,4830,1,Directed Tech Elem,95%,3%,2%,0%,0%,0%,0%,0%,0%,"Chappell, Latasha Michelle",
EDF,3020,3,Educational Psychology,90%,10%,0%,0%,0%,0%,0%,0%,0%,"Qian, Meihua",
EDF,3020,6,Educational Psychology,62%,28%,7%,0%,0%,0%,0%,3%,0%,"Rehan, Verdah",
EDF,3080,1,Classroom Assessment,90%,10%,0%,0%,0%,0%,0%,0%,0%,"Bennett, Amanda E",
EDF,3340,1,Child Growth and Development,94%,6%,0%,0%,0%,0%,0%,0%,0%,"Boukhiar, Bouchra",
EDF,3340,3,Child Growth and Development,85%,9%,3%,0%,0%,0%,0%,3%,0%,"Boukhiar, Bouchra",
EDF,3340,4,Child Growth and Development,74%,13%,13%,0%,0%,0%,0%,0%,0%,"Akinwumi, Patrick Oluyori",
EDF,3350,1,Adolescent Growth & Develop,91%,4%,4%,0%,0%,0%,0%,0%,0%,"Ura, Sarah Kathleen",
EDF,4800,300,Digital Media & Learning,87%,9%,4%,0%,0%,0%,0%,0%,0%,"Visser, Ryan D",
EDF,4800,301,Digital Media & Learning,82%,9%,9%,0%,0%,0%,0%,0%,0%,"Visser, Ryan D",
EDF,4800,302,Digital Media & Learning,76%,20%,4%,0%,0%,0%,0%,0%,0%,"Kane, Robert Todd",
EDF,4800,303,Digital Media & Learning,91%,4%,4%,0%,0%,0%,0%,0%,0%,"Kane, Robert Todd",
EDF,4800,304,Digital Media & Learning,76%,16%,4%,0%,0%,0%,0%,4%,0%,"Akhigbe, Jeremiah Nosakhare",
EDF,4800,305,Digital Media & Learning,80%,16%,4%,0%,0%,0%,0%,0%,0%,"Akhigbe, Jeremiah Nosakhare",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 46 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
EDF,4800,306,Digital Media & Learning,92%,0%,0%,4%,4%,0%,0%,0%,0%,"Zhang, Zhehan",
EDF,8020,500,Learning/Motivation in Context,70%,22%,0%,0%,9%,0%,0%,0%,0%,"Cuthrell, Margaret Kristen",
EDF,9770,1,Multi Regress Ed Research,75%,25%,0%,0%,0%,0%,0%,0%,0%,"Brown, Christy Jenkins",
EDF,9770,302,Multi Regress Ed Research,84%,5%,0%,0%,0%,0%,0%,11%,0%,"Showalter, Daniel Ashley",
EDF,9790,300,Qualitative Research in Educ,85%,8%,0%,0%,0%,0%,0%,8%,0%,"Deaton, Cynthia Christine",
,,,,,,,,,,,,,Minchew,
EDHC,3900,1,Human Capital Ed & Dev Seminar,64%,14%,14%,0%,7%,0%,0%,0%,0%,"Neely, Brittany Paige",
EDHC,3900,301,Human Capital Ed & Dev Seminar,85%,8%,0%,0%,8%,0%,0%,0%,0%,"Neely, Brittany Paige",
EDHC,4100,300,Program Evaluation,63%,33%,0%,4%,0%,0%,0%,0%,0%,"Fladd, Laurie Ann",
EDHC,4200,1,Design Based Thinking,87%,0%,0%,0%,7%,0%,0%,7%,0%,"Seawell, Kelli Riggins",
EDHC,4200,300,Design Based Thinking,80%,0%,10%,0%,10%,0%,0%,0%,0%,"Seawell, Kelli Riggins",
EDHC,4210,300,Assess & Learning Analytics,77%,9%,9%,0%,0%,0%,0%,0%,5%,"Dill, Ottilia S",
EDHC,4300,300,Human Cap Learning Analytics,91%,0%,0%,4%,0%,0%,0%,0%,4%,"Atwell, Adam Kristopher",
EDHC,4330,300,Adv Info Tech & Future of Work,85%,0%,4%,4%,7%,0%,0%,0%,0%,"McCoy-Wilson, Sonya Lynette",
EDHC,4910,300,Human Cap Intern & Appl Expr,88%,12%,0%,0%,0%,0%,0%,0%,0%,"Seawell, Kelli Riggins",
EDHC,4910,301,Human Cap Intern & Appl Expr,82%,18%,0%,0%,0%,0%,0%,0%,0%,"Seawell, Kelli Riggins",
EDHD,3110,5,CI- ClemsonLIFE Mentors,98%,2%,0%,0%,0%,0%,0%,0%,0%,"Walters, Erica Scheffler",
EDIS,9910,302,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Paufler, Noelle Angeline",
EDIS,9910,306,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Rogers, Anne Marie",
EDIS,9910,307,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Bonney, Edwin Nii",
EDIS,9910,513,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Bonney, Edwin Nii",
EDL,9050,1,Thry/Prac Ed Ldrshp,82%,18%,0%,0%,0%,0%,0%,0%,0%,"Ardoin, Mary S",
EDL,9910,301,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Boettcher, Michelle Lea",
EDL,9910,303,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Klar, Hans William",
EDL,9910,306,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Wagner, Rachel Lynn",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 47 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
EDLT,4580,2,Early Literacy: Birth-Kindergn,93%,4%,4%,0%,0%,0%,0%,0%,0%,"McGee, Kathryn Michelle",
EDLT,4610,3,Content Area Read/Writing,85%,12%,4%,0%,0%,0%,0%,0%,0%,"Looper, Chelsea Elizabeth",
,,,,,,,,,,,,,Prater,
EDLT,8130,300,Literacy Instr Strategies K-12,92%,0%,4%,0%,4%,0%,0%,0%,0%,"Malloy, Meghan Jacquelynn",
EDLT,8130,500,Literacy Instr Strategies K-12,64%,27%,5%,0%,5%,0%,0%,0%,0%,"Malloy, Meghan Jacquelynn",
EDLT,8130,504,Literacy Instr Strategies K-12,73%,18%,0%,0%,9%,0%,0%,0%,0%,"Malloy, Meghan Jacquelynn",
EDLT,8160,500,Literacy Instruction Practicum,91%,5%,0%,0%,5%,0%,0%,0%,0%,"Dawson, Jaime Adele",
,,,,,,,,,,,,,Henderson,
EDLT,8240,504,Practicum in ESOL,91%,5%,0%,0%,0%,0%,0%,0%,5%,"Madison, Stephanie Marie",
EDLT,9210,300,"Home, Family & Commun Literacy",85%,0%,8%,0%,0%,0%,0%,8%,0%,"Jerasa, Sarah Elizabeth",
EDLT,9320,300,"Lit, Lang, Culture Doc Seminar",0%,0%,0%,0%,0%,100%,0%,0%,0%,"Dunham, Heather M",
EDSA,2990,2,CI-Peer Dialogue Facilitation,92%,8%,0%,0%,0%,0%,0%,0%,0%,"Boatwright, Megan Augustine",
EDSA,3900,4,Skills for Student Leaders,85%,15%,0%,0%,0%,0%,0%,0%,0%,"Evinger, Leasa Ann Kowalski",
EDSA,3900,7,Skills for Student Leaders,87%,13%,0%,0%,0%,0%,0%,0%,0%,"Evinger, Leasa Ann Kowalski",
EDSA,8340,1,Student Affairs Practicum,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Burke, Amy Frances",
EDSA,8340,2,Student Affairs Practicum,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Lockett, Amanda",
EDSA,8440,1,Student Affairs Internship,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Onley, Rachel",
EDSP,3700,3,Intro to Special Education,92%,6%,0%,3%,0%,0%,0%,0%,0%,"Scott, Samantha N",
EDSP,3700,300,Intro to Special Education,95%,5%,0%,0%,0%,0%,0%,0%,0%,"Scott, Samantha N",
EDSP,4910,1,Educ Assess Individ w/ Disabil,89%,7%,0%,0%,0%,0%,0%,4%,0%,"Katsiyannis, Antonis",
EDSP,4950,1,Comm & Collab Sp Ed,81%,19%,0%,0%,0%,0%,0%,0%,0%,"Scott, Samantha N",
EDSP,8210,300,Ed Assmt Ind W/Dis,81%,15%,0%,0%,0%,0%,0%,0%,4%,"Griffith, Catherine Aurentz",
EDSP,8230,300,Tch Integrated Set,94%,6%,0%,0%,0%,0%,0%,0%,0%,"Hirsch, Shanna Eisner",
EDSP,8230,301,Tch Integrated Set,72%,22%,3%,3%,0%,0%,0%,0%,0%,"Carpenter, Megan E",
EDSP,8530,500,Legal/Pol Issu Sp Ed,89%,11%,0%,0%,0%,0%,0%,0%,0%,"Katsiyannis, Antonis",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 48 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
EDSP,8740,300,Single Case Research Design,83%,17%,0%,0%,0%,0%,0%,0%,0%,"Griffith, Catherine Aurentz",
EES,2020,1,Environ Engr Fundamentals II,63%,30%,3%,0%,0%,0%,0%,3%,0%,"Finneran, Kevin Thomas",
EES,4010,1,Environmental Engr,38%,35%,17%,10%,0%,0%,0%,0%,0%,"Cates, Ezra Lucas Hoyt",
EES,4010,2,Environmental Engr,49%,38%,11%,3%,0%,0%,0%,0%,0%,"Carraway, Elizabeth R.",
EES,4020,1,Water & Waste Water Treatment,25%,31%,44%,0%,0%,0%,0%,0%,0%,"Schlautman, Mark A.",
EES,4090,1,Intro to Nuc Engr & Radiol Sci,22%,39%,17%,9%,0%,0%,0%,13%,0%,"Devol, Timothy A",
EES,4100,1,Fund of Radiation Protection,80%,10%,10%,0%,0%,0%,0%,0%,0%,"Powell, Brian Anthony",
EES,4300,1,Air Pollution Engineering,30%,37%,23%,10%,0%,0%,0%,0%,0%,"Metcalf, Andrew Richard",
EES,4860,1,Environmental Sustainability,81%,19%,0%,0%,0%,0%,0%,0%,0%,"Carbajales-Dale, Michael",
,,,,,,,,,,,,,Anthony Joseph,
EES,4860,2,Environmental Sustainability,74%,26%,0%,0%,0%,0%,0%,0%,0%,"Carbajales-Dale, Michael",
,,,,,,,,,,,,,Anthony Joseph,
EES,4860,3,Environmental Sustainability,69%,27%,4%,0%,0%,0%,0%,0%,0%,"Carbajales-Dale, Michael",
,,,,,,,,,,,,,Anthony Joseph,
EES,6100,1,Fund of Radiation Protection,71%,14%,14%,0%,0%,0%,0%,0%,0%,"Powell, Brian Anthony",
EES,6860,500,Environmental Sustainability,60%,20%,7%,0%,0%,0%,0%,13%,0%,"Carbajales-Dale, Michael",
,,,,,,,,,,,,,Anthony Joseph,
EES,8150,1,Radiobiology,43%,29%,29%,0%,0%,0%,0%,0%,0%,"Martinez, Nicole Elizabeth",
EES,8610,1,Environmental Engr & Sci Sem,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Popat, Sudeep",
EES,8910,5,Master's Thesis Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Finneran, Kevin Thomas",
EES,9610,1,Ee&S Phd Seminar,0%,0%,0%,0%,0%,93%,7%,0%,0%,"Metcalf, Andrew Richard",
EES,9910,14,Doctoral Dissertation Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Powell, Brian Anthony",
ELE,3010,1,Entrepreneurial Foundations,44%,27%,24%,0%,0%,0%,0%,5%,0%,"Parnell, Ashley Williams",
ELE,3010,2,Entrepreneurial Foundations,44%,36%,18%,0%,3%,0%,0%,0%,0%,"Parnell, Ashley Williams",
ELE,3010,3,Entrepreneurial Foundations,28%,49%,23%,0%,0%,0%,0%,0%,0%,"Parnell, Ashley Williams",
ELE,3010,4,Entrepreneurial Foundations,74%,18%,7%,0%,1%,0%,0%,0%,0%,"Trudell, Lori Leigh Tribble",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 49 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ELE,3990,1,Spec Topic in Entrepreneurship,98%,3%,0%,0%,0%,0%,0%,0%,0%,"Hudgins, James Keith",
ELE,3990,4,Spec Topic in Entrepreneurship,50%,38%,4%,0%,0%,0%,0%,8%,0%,"Dinardo, William Frank",
ELE,4020,1,Venture Planning,47%,50%,0%,0%,3%,0%,0%,0%,0%,"Dinardo, William Frank",
ELE,4020,2,Venture Planning,53%,42%,5%,0%,0%,0%,0%,0%,0%,"Dinardo, William Frank",
ELE,4030,1,Venture Management & Growth,31%,36%,33%,0%,0%,0%,0%,0%,0%,"Parnell, Ashley Williams",
ELE,4040,1,Venture Funding and Formation,73%,25%,3%,0%,0%,0%,0%,0%,0%,"Hudgins, James Keith",
ELE,4080,1,Family Business,87%,10%,0%,3%,0%,0%,0%,0%,0%,"Trudell, Lori Leigh Tribble",
ELE,4090,1,Entr Commercialization of Inno,42%,55%,3%,0%,0%,0%,0%,0%,0%,"Navis, Chad C",
ELE,4090,2,Entr Commercialization of Inno,39%,42%,16%,3%,0%,0%,0%,0%,0%,"Navis, Chad C",
ENGL,1030,1,Composition and Rhetoric,74%,16%,0%,0%,0%,0%,0%,11%,0%,"Clark, Brittany Rose",
ENGL,1030,2,Composition and Rhetoric,79%,16%,0%,0%,5%,0%,0%,0%,0%,"Clark, Brittany Rose",
ENGL,1030,5,Composition and Rhetoric,89%,5%,0%,5%,0%,0%,0%,0%,0%,"Roberts, Taylor James",
ENGL,1030,6,Composition and Rhetoric,84%,11%,0%,0%,5%,0%,0%,0%,0%,"Roberts, Taylor James",
ENGL,1030,7,Composition and Rhetoric,89%,11%,0%,0%,0%,0%,0%,0%,0%,"Taylor, Christian Leslea",
ENGL,1030,8,Composition and Rhetoric,79%,5%,5%,5%,5%,0%,0%,0%,0%,"Taylor, Christian Leslea",
ENGL,1030,9,Composition and Rhetoric,67%,28%,0%,0%,6%,0%,0%,0%,0%,"Akinlabi, Benjamin",
,,,,,,,,,,,,,Oluwakayode,
ENGL,1030,10,Composition and Rhetoric,74%,21%,0%,0%,5%,0%,0%,0%,0%,"Akinlabi, Benjamin",
,,,,,,,,,,,,,Oluwakayode,
ENGL,1030,11,Composition and Rhetoric,74%,16%,5%,5%,0%,0%,0%,0%,0%,"Croley, MacKenzie",
ENGL,1030,12,Composition and Rhetoric,89%,6%,6%,0%,0%,0%,0%,0%,0%,"Riggs, Lane",
ENGL,1030,15,Composition and Rhetoric,84%,11%,5%,0%,0%,0%,0%,0%,0%,"Easler, Justin",
ENGL,1030,21,Composition and Rhetoric,89%,11%,0%,0%,0%,0%,0%,0%,0%,"Paudel, Jagadish",
ENGL,1030,22,Composition and Rhetoric,84%,11%,0%,0%,5%,0%,0%,0%,0%,"Messer-Bass, Marsha Tiffany",
